comments,created,expected,id,input,metadata,root_span_id,tags
,2026-04-10T10:00:00.000Z,,22aaac1f-574e-486c-bebf-37eafeb2ef5b,"""hospital EHR vendors 2025""","{""query_type"": ""direct_category"", ""domain"": ""healthcare"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",22aaac1f-574e-486c-bebf-37eafeb2ef5b,
,2026-04-10T10:00:00.000Z,,8bab246a-3643-4d81-95e6-b825130db2ab,"""AI diagnostics startups for radiology""","{""query_type"": ""segment_specific"", ""domain"": ""healthcare"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",8bab246a-3643-4d81-95e6-b825130db2ab,
,2026-04-10T10:00:00.000Z,,ddc52a5f-7f00-4660-a92b-b8ea0c6d8172,"""EHR companies before meaningful use mandate in 2009""","{""query_type"": ""historical_snapshot"", ""domain"": ""healthcare"", ""style"": ""well_specified"", ""temporal"": ""historical"", ""edge_case"": false}",ddc52a5f-7f00-4660-a92b-b8ea0c6d8172,
,2026-04-10T10:00:00.000Z,,71bbf9b0-804a-4ac2-b6d8-b2f7526ea30d,"""B2B payments infrastructure""","{""query_type"": ""direct_category"", ""domain"": ""financial"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",71bbf9b0-804a-4ac2-b6d8-b2f7526ea30d,
,2026-04-10T10:00:00.000Z,,0834b028-97ba-49e2-a118-edb5b42a61fe,"""neobanks for small businesses""","{""query_type"": ""segment_specific"", ""domain"": ""financial"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",0834b028-97ba-49e2-a118-edb5b42a61fe,
,2026-04-10T10:00:00.000Z,,1ea15383-2b99-4f7a-9523-dd1f939d86b0,"""what fintechs could JPMorgan acquire with its 2025 cash reserves?""","{""query_type"": ""acquisition_targets"", ""domain"": ""financial"", ""style"": ""multi_constraint"", ""temporal"": ""current"", ""edge_case"": false}",1ea15383-2b99-4f7a-9523-dd1f939d86b0,
,2026-04-10T10:00:00.000Z,,7d552890-f425-438c-a575-c2fa4303da1e,"""streaming video services""","{""query_type"": ""direct_category"", ""domain"": ""consumer_brand"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",7d552890-f425-438c-a575-c2fa4303da1e,
,2026-04-10T10:00:00.000Z,,f0abe7cc-d92d-4e4a-b47a-40b52f752977,"""social media platforms by monthly active users""","{""query_type"": ""direct_category"", ""domain"": ""consumer_brand"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",f0abe7cc-d92d-4e4a-b47a-40b52f752977,
,2026-04-10T10:00:00.000Z,,eb5cc9fa-a361-4684-8b74-8415fe5f56af,"""open source database companies with over $100M ARR that are still private""","{""query_type"": ""acquisition_targets"", ""domain"": ""tech_saas"", ""style"": ""multi_constraint"", ""temporal"": ""current"", ""edge_case"": false}",eb5cc9fa-a361-4684-8b74-8415fe5f56af,
,2026-04-10T10:00:00.000Z,,c81d0763-1dfe-4a44-b1ee-3b786f037f80,"""cybersecurity identity companies that Microsoft hasn't acquired yet""","{""query_type"": ""acquisition_targets"", ""domain"": ""tech_saas"", ""style"": ""multi_constraint"", ""temporal"": ""current"", ""edge_case"": false}",c81d0763-1dfe-4a44-b1ee-3b786f037f80,
