comments,created,expected,id,input,metadata,root_span_id,tags
,2026-04-15T10:00:00.000Z,,3961812a-7a8d-45d9-9278-7f0767f84a6f,"""e-commerce platforms in Southeast Asia""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",3961812a-7a8d-45d9-9278-7f0767f84a6f,
,2026-04-15T10:00:00.000Z,,0bc335ff-e780-4fbb-91d1-2ae4def9d7d1,"""digital banks in Europe""","{""query_type"": ""direct_category"", ""domain"": ""financial"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",0bc335ff-e780-4fbb-91d1-2ae4def9d7d1,
,2026-04-15T10:00:00.000Z,,4a07cbcc-f3ef-4615-8608-b211f227f8f3,"""fintech companies in India""","{""query_type"": ""direct_category"", ""domain"": ""financial"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",4a07cbcc-f3ef-4615-8608-b211f227f8f3,
,2026-04-15T10:00:00.000Z,,f575486c-d32f-4653-b795-6ad35583f2c8,"""cloud providers in China""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",f575486c-d32f-4653-b795-6ad35583f2c8,
,2026-04-15T10:00:00.000Z,,ed2bee9d-7fec-46ea-a213-a86013b79e23,"""ride-sharing apps in Latin America""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",ed2bee9d-7fec-46ea-a213-a86013b79e23,
,2026-04-15T10:00:00.000Z,,85446c6c-db84-4f8f-a04e-e9b7a66674b7,"""food delivery companies in the UK""","{""query_type"": ""direct_category"", ""domain"": ""consumer_brand"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",85446c6c-db84-4f8f-a04e-e9b7a66674b7,
,2026-04-15T10:00:00.000Z,,fec9c694-bf04-4ab2-b57b-3f4b6b53835b,"""edtech companies in India""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",fec9c694-bf04-4ab2-b57b-3f4b6b53835b,
,2026-04-15T10:00:00.000Z,,5092b75e-7d83-4a59-92e7-5de7dbcdc1b7,"""healthtech startups in Germany""","{""query_type"": ""segment_specific"", ""domain"": ""healthcare"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",5092b75e-7d83-4a59-92e7-5de7dbcdc1b7,
,2026-04-15T10:00:00.000Z,,ec4560a4-17a4-4c7d-ab00-95437ed84178,"""B2B SaaS companies in Israel""","{""query_type"": ""segment_specific"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",ec4560a4-17a4-4c7d-ab00-95437ed84178,
,2026-04-15T10:00:00.000Z,,fa7b0922-7512-421a-9bed-116dc8dbc0f0,"""payment gateways in Africa""","{""query_type"": ""direct_category"", ""domain"": ""financial"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",fa7b0922-7512-421a-9bed-116dc8dbc0f0,
,2026-04-15T10:00:00.000Z,,0514e005-9796-4e22-a558-e2f4e93f1435,"""electric vehicle manufacturers in China""","{""query_type"": ""direct_category"", ""domain"": ""industrial_other"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",0514e005-9796-4e22-a558-e2f4e93f1435,
,2026-04-15T10:00:00.000Z,,07827dc2-00d6-44df-b703-2a51dd8f7e73,"""social media platforms in China""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",07827dc2-00d6-44df-b703-2a51dd8f7e73,
,2026-04-15T10:00:00.000Z,,1f682c76-c2ab-45f0-bea4-a0cd164e9d8b,"""logistics software companies in Southeast Asia""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": false}",1f682c76-c2ab-45f0-bea4-a0cd164e9d8b,
