comments,created,expected,id,input,metadata,root_span_id,tags
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0001-4000-8000-000000000001,"""enterprise software vendors in Germany""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""EUR"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0001-4000-8000-000000000001,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0002-4000-8000-000000000002,"""payment processors in Europe""","{""query_type"": ""direct_category"", ""domain"": ""financial"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""EUR"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0002-4000-8000-000000000002,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0003-4000-8000-000000000003,"""fintech companies in the UK""","{""query_type"": ""direct_category"", ""domain"": ""financial"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""GBP"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0003-4000-8000-000000000003,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0004-4000-8000-000000000004,"""e-commerce platforms in Japan""","{""query_type"": ""direct_category"", ""domain"": ""consumer_brand"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""JPY"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0004-4000-8000-000000000004,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0005-4000-8000-000000000005,"""consumer electronics companies in South Korea""","{""query_type"": ""direct_category"", ""domain"": ""consumer_brand"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""KRW"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0005-4000-8000-000000000005,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0006-4000-8000-000000000006,"""pharmaceutical companies by revenue""","{""query_type"": ""direct_category"", ""domain"": ""healthcare"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""CHF"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0006-4000-8000-000000000006,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0007-4000-8000-000000000007,"""semiconductor companies globally""","{""query_type"": ""direct_category"", ""domain"": ""tech_saas"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""EUR"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0007-4000-8000-000000000007,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0008-4000-8000-000000000008,"""industrial automation companies""","{""query_type"": ""direct_category"", ""domain"": ""industrial_other"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""EUR"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0008-4000-8000-000000000008,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0009-4000-8000-000000000009,"""luxury goods companies by revenue""","{""query_type"": ""direct_category"", ""domain"": ""consumer_brand"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""EUR"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0009-4000-8000-000000000009,
,2026-04-23T10:00:00.000Z,,a1b2c3d4-0010-4000-8000-000000000010,"""healthcare companies in Denmark""","{""query_type"": ""direct_category"", ""domain"": ""healthcare"", ""style"": ""well_specified"", ""temporal"": ""current"", ""edge_case"": true, ""failure_mode"": ""currency_mismatch"", ""primary_currency"": ""DKK"", ""source_ticket"": ""TKT-007""}",a1b2c3d4-0010-4000-8000-000000000010,
